№	Полож. [°2θ]	Iнабл [имп]	Iрассчетн [имп]	Iзадн [имп]	ПСО	Межплоскостное расстояние D	ВП [с]
2129	48.8269	2953.1440			54.3428	1.8637	97.9200
2130	48.8489	2880.6900			53.6721	1.8629	97.9200
2131	48.8709	2751.7230			52.4569	1.8621	97.9200
2132	48.8929	2711.8850			52.0758	1.8613	97.9200
2133	48.9149	2691.7510			51.8821	1.8605	97.9200
2134	48.9369	2624.3670			51.2286	1.8598	97.9200
2135	48.9589	2531.4390			50.3134	1.8590	97.9200
2136	48.9809	2488.8610			49.8885	1.8582	97.9200
2137	49.0029	2432.2090			49.3174	1.8574	97.9200
2138	49.0249	2409.6370			49.0881	1.8566	97.9200
2139	49.0469	2361.6520			48.5968	1.8558	97.9200
2140	49.0689	2338.8380			48.3615	1.8551	97.9200
2141	49.0909	2346.9030			48.4448	1.8543	97.9200
2142	49.1129	2354.9820			48.5282	1.8535	97.9200
2143	49.1349	2337.3190			48.3458	1.8527	97.9200
2144	49.1569	2353.8980			48.5170	1.8520	97.9200
2145	49.1789	2356.5230			48.5440	1.8512	97.9200
2146	49.2009	2437.0780			49.3668	1.8504	97.9200
2147	49.2229	2391.1060			48.8989	1.8496	97.9200
2148	49.2449	2367.2780			48.6547	1.8489	97.9200
2149	49.2669	2420.0060			49.1936	1.8481	97.9200
2150	49.2889	2420.5190			49.1988	1.8473	97.9200
2151	49.3109	2442.9720			49.4264	1.8465	97.9200
2152	49.3329	2500.7790			50.0078	1.8458	97.9200
2153	49.3549	2505.6810			50.0568	1.8450	97.9200
2154	49.3769	2491.7300			49.9172	1.8442	97.9200
2155	49.3989	2537.5460			50.3741	1.8434	97.9200
2156	49.4209	2594.7970			50.9392	1.8427	97.9200
2157	49.4429	2641.4820			51.3953	1.8419	97.9200
2158	49.4649	2719.8810			52.1525	1.8411	97.9200
2159	49.4869	2799.0120			52.9057	1.8404	97.9200
2160	49.5089	2850.1100			53.3864	1.8396	97.9200
2161	49.5309	2816.0970			53.0669	1.8388	97.9200
2162	49.5529	2767.1220			52.6034	1.8381	97.9200
2163	49.5749	2746.7890			52.4098	1.8373	97.9200
2164	49.5969	2671.2740			51.6844	1.8365	97.9200
2165	49.6189	2594.9230			50.9404	1.8358	97.9200
2166	49.6409	2643.3850			51.4139	1.8350	97.9200
2167	49.6629	2703.9380			51.9994	1.8343	97.9200
2168	49.6849	2704.7490			52.0072	1.8335	97.9200
2169	49.7069	2635.3000			51.3352	1.8327	97.9200
2170	49.7289	2583.5180			50.8283	1.8320	97.9200
2171	49.7509	2611.9370			51.1071	1.8312	97.9200
2172	49.7729	2574.6060			50.7406	1.8305	97.9200
2173	49.7949	2633.2360			51.3151	1.8297	97.9200
2174	49.8169	2665.0410			51.6240	1.8290	97.9200
2175	49.8389	2781.9240			52.7439	1.8282	97.9200
2176	49.8609	2854.3900			53.4265	1.8274	97.9200
2177	49.8829	2916.1730			54.0016	1.8267	97.9200
2178	49.9049	3013.5510			54.8958	1.8259	97.9200
2179	49.9269	2995.8850			54.7347	1.8252	97.9200
2180	49.9489	2910.2550			53.9468	1.8244	97.9200
2181	49.9709	2797.8380			52.8946	1.8237	97.9200
2182	49.9929	2815.1460			53.0580	1.8229	97.9200
2183	50.0149	2760.2930			52.5385	1.8222	97.9200
2184	50.0369	2750.1570			52.4419	1.8214	97.9200
2185	50.0589	2740.0320			52.3453	1.8207	97.9200
2186	50.0809	2708.8980			52.0471	1.8199	97.9200
2187	50.1029	2787.3510			52.7954	1.8192	97.9200
2188	50.1249	2601.8800			51.0086	1.8184	97.9200
2189	50.1469	2681.2460			51.7808	1.8177	97.9200
2190	50.1689	2699.4310			51.9560	1.8169	97.9200
2191	50.1909	2733.9440			52.2871	1.8162	97.9200
2192	50.2129	2686.7960			51.8343	1.8155	97.9200
2193	50.2349	2735.7510			52.3044	1.8147	97.9200
2194	50.2569	2871.6450			53.5877	1.8140	97.9200
2195	50.2789	2807.4400			52.9853	1.8132	97.9200
2196	50.3009	2846.1120			53.3490	1.8125	97.9200
2197	50.3229	2801.4070			52.9283	1.8117	97.9200
2198	50.3449	2813.9790			53.0470	1.8110	97.9200
2199	50.3669	2806.1120			52.9727	1.8103	97.9200
2200	50.3889	2687.8320			51.8443	1.8095	97.9200
2201	50.4109	2678.3310			51.7526	1.8088	97.9200
2202	50.4329	2595.8930			50.9499	1.8080	97.9200
2203	50.4549	2673.5510			51.7064	1.8073	97.9200
2204	50.4769	2520.9160			50.2087	1.8066	97.9200
2205	50.4989	2486.9620			49.8695	1.8058	97.9200
2206	50.5209	2408.6380			49.0779	1.8051	97.9200
2207	50.5429	2513.7150			50.1370	1.8044	97.9200
2208	50.5649	2395.8840			48.9478	1.8036	97.9200
2209	50.5869	2397.4250			48.9635	1.8029	97.9200
2210	50.6089	2378.0560			48.7653	1.8022	97.9200
2211	50.6309	2404.1890			49.0325	1.8014	97.9200
2212	50.6529	2305.0830			48.0113	1.8007	97.9200
2213	50.6749	2416.3410			49.1563	1.8000	97.9200
2214	50.6969	2330.6020			48.2763	1.7993	97.9200
2215	50.7189	2356.4690			48.5435	1.7985	97.9200
2216	50.7409	2370.6900			48.6897	1.7978	97.9200
2217	50.7629	2299.5410			47.9535	1.7971	97.9200
2218	50.7849	2381.0120			48.7956	1.7963	97.9200
2219	50.8069	2371.6160			48.6992	1.7956	97.9200
2220	50.8289	2394.0620			48.9291	1.7949	97.9200
2221	50.8509	2421.9820			49.2136	1.7942	97.9200
2222	50.8729	2430.7960			49.3031	1.7934	97.9200
2223	50.8949	2484.7130			49.8469	1.7927	97.9200
2224	50.9169	2448.8370			49.4857	1.7920	97.9200
2225	50.9389	2529.8990			50.2981	1.7913	97.9200
2226	50.9609	2473.4060			49.7334	1.7905	97.9200
2227	50.9829	2470.9470			49.7086	1.7898	97.9200
2228	51.0049	2525.6240			50.2556	1.7891	97.9200
2229	51.0269	2558.3610			50.5802	1.7884	97.9200
2230	51.0489	2695.8660			51.9217	1.7877	97.9200
2231	51.0709	2781.3160			52.7382	1.7869	97.9200
2232	51.0929	2796.0400			52.8776	1.7862	97.9200
2233	51.1149	2845.4520			53.3428	1.7855	97.9200
2234	51.1369	2934.6360			54.1723	1.7848	97.9200
2235	51.1589	2846.0200			53.3481	1.7841	97.9200
2236	51.1809	2788.4060			52.8054	1.7834	97.9200
2237	51.2029	2788.3420			52.8048	1.7827	97.9200
2238	51.2249	2724.7310			52.1990	1.7819	97.9200
2239	51.2469	2667.0060			51.6431	1.7812	97.9200
2240	51.2689	2613.7330			51.1247	1.7805	97.9200
2241	51.2909	2584.3610			50.8366	1.7798	97.9200
2242	51.3129	2548.8760			50.4864	1.7791	97.9200
2243	51.3349	2469.1200			49.6902	1.7784	97.9200
2244	51.3569	2434.3770			49.3394	1.7777	97.9200
2245	51.3789	2426.7280			49.2618	1.7770	97.9200
2246	51.4009	2428.6490			49.2813	1.7762	97.9200
2247	51.4229	2345.3270			48.4286	1.7755	97.9200
2248	51.4449	2375.2280			48.7363	1.7748	97.9200
2249	51.4669	2395.7040			48.9459	1.7741	97.9200
2250	51.4889	2379.4980			48.7801	1.7734	97.9200
2251	51.5109	2355.8050			48.5366	1.7727	97.9200
2252	51.5329	2352.0070			48.4975	1.7720	97.9200
2253	51.5549	2270.0300			47.6448	1.7713	97.9200
2254	51.5769	2285.0310			47.8020	1.7706	97.9200
2255	51.5989	2280.4310			47.7539	1.7699	97.9200
2256	51.6209	2315.9940			48.1248	1.7692	97.9200
2257	51.6429	2371.4310			48.6973	1.7685	97.9200
2258	51.6649	2367.2180			48.6541	1.7678	97.9200
2259	51.6869	2383.5960			48.8221	1.7671	97.9200
2260	51.7089	2344.3050			48.4180	1.7664	97.9200
2261	51.7309	2357.2220			48.5512	1.7657	97.9200
2262	51.7529	2340.5080			48.3788	1.7650	97.9200
2263	51.7749	2460.7740			49.6062	1.7643	97.9200
2264	51.7969	2410.5340			49.0972	1.7636	97.9200
2265	51.8189	2444.9250			49.4462	1.7629	97.9200
2266	51.8409	2530.6920			50.3060	1.7622	97.9200
2267	51.8629	2592.6860			50.9184	1.7615	97.9200
2268	51.8849	2619.1400			51.1775	1.7608	97.9200
2269	51.9069	2586.9560			50.8621	1.7601	97.9200
2270	51.9289	2751.6850			52.4565	1.7594	97.9200
2271	51.9509	2749.5820			52.4365	1.7587	97.9200
2272	51.9729	2757.0430			52.5076	1.7580	97.9200
2273	51.9949	2698.7820			51.9498	1.7573	97.9200
2274	52.0169	2589.9300			50.8914	1.7567	97.9200
2275	52.0389	2615.2950			51.1400	1.7560	97.9200
2276	52.0609	2654.5240			51.5221	1.7553	97.9200
2277	52.0829	2512.7580			50.1274	1.7546	97.9200
2278	52.1049	2609.6460			51.0847	1.7539	97.9200
2279	52.1269	2430.1770			49.2968	1.7532	97.9200
2280	52.1489	2422.1060			49.2149	1.7525	97.9200
2281	52.1709	2342.7250			48.4017	1.7518	97.9200
2282	52.1929	2290.2870			47.8569	1.7511	97.9200
2283	52.2149	2300.8910			47.9676	1.7505	97.9200
2284	52.2369	2356.1860			48.5406	1.7498	97.9200
2285	52.2589	2314.9020			48.1134	1.7491	97.9200
2286	52.2809	2152.0830			46.3905	1.7484	97.9200
2287	52.3029	2206.1240			46.9694	1.7477	97.9200
2288	52.3249	2282.7860			47.7785	1.7470	97.9200
2289	52.3469	2160.6800			46.4831	1.7464	97.9200
2290	52.3689	2277.5310			47.7235	1.7457	97.9200
2291	52.3909	2220.1090			47.1180	1.7450	97.9200
2292	52.4129	2281.8580			47.7688	1.7443	97.9200
2293	52.4349	2309.8320			48.0607	1.7436	97.9200
2294	52.4569	2359.3460			48.5731	1.7430	97.9200
2295	52.4789	2300.4560			47.9631	1.7423	97.9200
2296	52.5009	2282.3050			47.7735	1.7416	97.9200
2297	52.5229	2274.1450			47.6880	1.7409	97.9200
2298	52.5449	2352.4880			48.5025	1.7402	97.9200
2299	52.5669	2373.3040			48.7166	1.7396	97.9200
2300	52.5889	2416.3990			49.1569	1.7389	97.9200
2301	52.6109	2461.2330			49.6108	1.7382	97.9200
2302	52.6329	2465.7740			49.6566	1.7375	97.9200
2303	52.6549	2442.9460			49.4262	1.7369	97.9200
2304	52.6769	2463.6200			49.6349	1.7362	97.9200
2305	52.6989	2554.6550			50.5436	1.7355	97.9200
2306	52.7209	2557.9700			50.5764	1.7348	97.9200
2307	52.7429	2661.8040			51.5927	1.7342	97.9200
2308	52.7649	2698.0150			51.9424	1.7335	97.9200
2309	52.7869	2760.6070			52.5415	1.7328	97.9200
2310	52.8089	2790.0810			52.8212	1.7322	97.9200
2311	52.8309	2836.0950			53.2550	1.7315	97.9200
2312	52.8529	2867.7220			53.5511	1.7308	97.9200
2313	52.8749	2881.1960			53.6768	1.7302	97.9200
2314	52.8969	2897.2070			53.8257	1.7295	97.9200
2315	52.9189	2870.7080			53.5790	1.7288	97.9200
2316	52.9409	2927.8150			54.1093	1.7282	97.9200
2317	52.9629	2917.8820			54.0174	1.7275	97.9200
2318	52.9849	2879.6030			53.6619	1.7268	97.9200
2319	53.0069	2875.0800			53.6198	1.7262	97.9200
2320	53.0289	2898.5030			53.8377	1.7255	97.9200
2321	53.0509	2867.0550			53.5449	1.7248	97.9200
2322	53.0729	2804.8200			52.9606	1.7242	97.9200
2323	53.0949	2743.0710			52.3743	1.7235	97.9200
2324	53.1169	2673.0390			51.7014	1.7228	97.9200
2325	53.1389	2689.7970			51.8633	1.7222	97.9200
2326	53.1609	2758.9880			52.5261	1.7215	97.9200
2327	53.1829	2770.9870			52.6402	1.7209	97.9200
2328	53.2049	2727.9230			52.2295	1.7202	97.9200
2329	53.2269	2729.7700			52.2472	1.7195	97.9200
2330	53.2489	2735.3600			52.3007	1.7189	97.9200
2331	53.2709	2773.6710			52.6657	1.7182	97.9200
2332	53.2929	2823.7170			53.1387	1.7176	97.9200
2333	53.3149	2804.5260			52.9578	1.7169	97.9200
2334	53.3369	2737.3730			52.3199	1.7163	97.9200
2335	53.3589	2655.9520			51.5359	1.7156	97.9200
2336	53.3809	2706.2580			52.0217	1.7149	97.9200
2337	53.4029	2705.5410			52.0148	1.7143	97.9200
2338	53.4249	2710.1050			52.0587	1.7136	97.9200
2339	53.4469	2703.7430			51.9975	1.7130	97.9200
2340	53.4689	2769.3850			52.6249	1.7123	97.9200
2341	53.4909	2682.6450			51.7943	1.7117	97.9200
2342	53.5129	2598.5050			50.9755	1.7110	97.9200
2343	53.5349	2565.1440			50.6473	1.7104	97.9200
2344	53.5569	2492.9730			49.9297	1.7097	97.9200
2345	53.5789	2484.1020			49.8408	1.7091	97.9200
2346	53.6009	2470.3720			49.7028	1.7084	97.9200
2347	53.6229	2512.9150			50.1290	1.7078	97.9200
2348	53.6449	2490.6570			49.9065	1.7071	97.9200
2349	53.6669	2414.5300			49.1379	1.7065	97.9200
2350	53.6889	2365.5180			48.6366	1.7058	97.9200
2351	53.7109	2354.6960			48.5252	1.7052	97.9200
2352	53.7329	2336.0750			48.3330	1.7045	97.9200
2353	53.7549	2331.2740			48.2833	1.7039	97.9200
2354	53.7769	2355.8630			48.5372	1.7032	97.9200
2355	53.7989	2316.9420			48.1346	1.7026	97.9200
2356	53.8209	2245.9290			47.3912	1.7020	97.9200
2357	53.8429	2303.2940			47.9926	1.7013	97.9200
2358	53.8649	2308.9100			48.0511	1.7007	97.9200
2359	53.8869	2284.4420			47.7958	1.7000	97.9200
2360	53.9089	2359.5890			48.5756	1.6994	97.9200
2361	53.9309	2328.6280			48.2559	1.6987	97.9200
2362	53.9529	2276.0550			47.7080	1.6981	97.9200
2363	53.9749	2331.6360			48.2870	1.6975	97.9200
2364	53.9969	2378.9810			48.7748	1.6968	97.9200
2365	54.0189	2317.8200			48.1437	1.6962	97.9200
2366	54.0409	2397.7010			48.9663	1.6955	97.9200
2367	54.0629	2374.7590			48.7315	1.6949	97.9200
2368	54.0849	2322.7130			48.1945	1.6943	97.9200
2369	54.1069	2398.3160			48.9726	1.6936	97.9200
2370	54.1289	2406.5230			49.0563	1.6930	97.9200
2371	54.1509	2449.9470			49.4969	1.6924	97.9200
2372	54.1729	2456.7480			49.5656	1.6917	97.9200
2373	54.1949	2443.5460			49.4322	1.6911	97.9200
2374	54.2169	2570.6660			50.7017	1.6905	97.9200
2375	54.2389	2556.1910			50.5588	1.6898	97.9200
2376	54.2609	2682.8630			51.7964	1.6892	97.9200
2377	54.2829	2807.1330			52.9824	1.6886	97.9200
2378	54.3049	2861.9270			53.4970	1.6879	97.9200
2379	54.3269	2812.9530			53.0373	1.6873	97.9200
2380	54.3489	2921.8880			54.0545	1.6867	97.9200
2381	54.3709	3014.0430			54.9003	1.6860	97.9200
2382	54.3929	3030.7700			55.0524	1.6854	97.9200
2383	54.4149	3032.0770			55.0643	1.6848	97.9200
2384	54.4369	3023.2980			54.9845	1.6841	97.9200
2385	54.4589	3071.0570			55.4171	1.6835	97.9200
2386	54.4809	3046.5180			55.1953	1.6829	97.9200
2387	54.5029	3009.0660			54.8550	1.6823	97.9200
2388	54.5249	2989.9860			54.6808	1.6816	97.9200
2389	54.5469	3007.2360			54.8383	1.6810	97.9200
2390	54.5689	2895.4240			53.8091	1.6804	97.9200
2391	54.5909	2783.1470			52.7555	1.6798	97.9200
2392	54.6129	2787.5440			52.7972	1.6791	97.9200
2393	54.6349	2730.7850			52.2569	1.6785	97.9200
2394	54.6569	2672.5630			51.6968	1.6779	97.9200
2395	54.6789	2642.6550			51.4068	1.6773	97.9200
2396	54.7009	2584.1070			50.8341	1.6766	97.9200
2397	54.7229	2525.0000			50.2494	1.6760	97.9200
2398	54.7449	2517.6130			50.1758	1.6754	97.9200
2399	54.7669	2462.5530			49.6241	1.6748	97.9200
2400	54.7889	2412.4590			49.1168	1.6741	97.9200
2401	54.8109	2416.4930			49.1578	1.6735	97.9200
2402	54.8329	2394.9910			48.9386	1.6729	97.9200
2403	54.8549	2380.8930			48.7944	1.6723	97.9200
2404	54.8769	2443.0760			49.4275	1.6717	97.9200
2405	54.8989	2463.1630			49.6303	1.6711	97.9200
2406	54.9209	2418.0410			49.1736	1.6704	97.9200
2407	54.9429	2402.2890			49.0132	1.6698	97.9200
2408	54.9649	2424.4600			49.2388	1.6692	97.9200
2409	54.9869	2421.0940			49.2046	1.6686	97.9200
2410	55.0089	2435.1930			49.3477	1.6680	97.9200
2411	55.0309	2391.7200			48.9052	1.6674	97.9200
2412	55.0529	2389.2210			48.8797	1.6667	97.9200
2413	55.0749	2394.1410			48.9300	1.6661	97.9200
2414	55.0969	2363.6170			48.6170	1.6655	97.9200
2415	55.1189	2309.0810			48.0529	1.6649	97.9200
2416	55.1409	2233.3680			47.2585	1.6643	97.9200
2417	55.1629	2251.7970			47.4531	1.6637	97.9200
2418	55.1849	2280.1970			47.7514	1.6631	97.9200
2419	55.2069	2191.8700			46.8174	1.6625	97.9200
2420	55.2289	2205.0480			46.9579	1.6618	97.9200
2421	55.2509	2189.5040			46.7921	1.6612	97.9200
2422	55.2729	2153.7870			46.4089	1.6606	97.9200
2423	55.2949	2165.9920			46.5402	1.6600	97.9200
2424	55.3169	2139.9700			46.2598	1.6594	97.9200
2425	55.3389	2173.8500			46.6246	1.6588	97.9200
2426	55.3609	2134.2340			46.1978	1.6582	97.9200
2427	55.3829	2118.7280			46.0296	1.6576	97.9200
2428	55.4049	2118.0000			46.0217	1.6570	97.9200
2429	55.4269	2083.4500			45.6448	1.6564	97.9200
2430	55.4489	2065.0300			45.4426	1.6558	97.9200
2431	55.4709	2216.5050			47.0798	1.6552	97.9200
2432	55.4929	2139.7310			46.2572	1.6546	97.9200
2433	55.5149	2122.4330			46.0699	1.6540	97.9200
2434	55.5369	2150.9320			46.3781	1.6534	97.9200
2435	55.5589	2166.8300			46.5492	1.6528	97.9200
2436	55.5809	2102.0610			45.8482	1.6522	97.9200
2437	55.6029	2084.7670			45.6592	1.6516	97.9200
2438	55.6249	2163.1240			46.5094	1.6510	97.9200
2439	55.6469	2194.0370			46.8405	1.6504	97.9200
2440	55.6689	2184.2430			46.7359	1.6498	97.9200
2441	55.6909	2160.2360			46.4783	1.6492	97.9200
2442	55.7129	2209.7860			47.0084	1.6486	97.9200
2443	55.7349	2123.6930			46.0835	1.6480	97.9200
2444	55.7569	2172.2720			46.6076	1.6474	97.9200
2445	55.7789	2253.9210			47.4755	1.6468	97.9200
2446	55.8009	2249.5220			47.4291	1.6462	97.9200
2447	55.8229	2201.5710			46.9209	1.6456	97.9200
2448	55.8449	2164.6280			46.5256	1.6450	97.9200
2449	55.8669	2157.0270			46.4438	1.6444	97.9200
2450	55.8889	2254.0320			47.4766	1.6438	97.9200
2451	55.9109	2283.6670			47.7877	1.6432	97.9200
2452	55.9329	2246.6630			47.3990	1.6426	97.9200
2453	55.9549	2344.7740			48.4229	1.6420	97.9200
2454	55.9769	2410.3490			49.0953	1.6414	97.9200
2455	55.9989	2458.5260			49.5835	1.6408	97.9200
2456	56.0209	2575.6370			50.7507	1.6402	97.9200
2457	56.0429	2555.3740			50.5507	1.6396	97.9200
2458	56.0649	2578.1070			50.7751	1.6390	97.9200
2459	56.0869	2658.5600			51.5612	1.6384	97.9200
2460	56.1089	2651.3950			51.4917	1.6379	97.9200
2461	56.1309	2674.5600			51.7162	1.6373	97.9200
2462	56.1529	2615.1990			51.1390	1.6367	97.9200
2463	56.1749	2525.3940			50.2533	1.6361	97.9200
2464	56.1969	2532.1890			50.3209	1.6355	97.9200
2465	56.2189	2570.5700			50.7008	1.6349	97.9200
2466	56.2409	2553.5580			50.5327	1.6343	97.9200
2467	56.2629	2526.1060			50.2604	1.6337	97.9200
2468	56.2849	2559.1020			50.5876	1.6331	97.9200
2469	56.3069	2572.7250			50.7220	1.6326	97.9200
2470	56.3289	2563.4740			50.6308	1.6320	97.9200
2471	56.3509	2486.7150			49.8670	1.6314	97.9200
2472	56.3729	2469.9410			49.6985	1.6308	97.9200
2473	56.3949	2459.1250			49.5896	1.6302	97.9200
2474	56.4169	2509.9240			50.0991	1.6296	97.9200
2475	56.4389	2446.0180			49.4572	1.6291	97.9200
2476	56.4609	2451.9110			49.5168	1.6285	97.9200
2477	56.4829	2423.7230			49.2313	1.6279	97.9200
2478	56.5049	2432.5860			49.3213	1.6273	97.9200
2479	56.5269	2455.5690			49.5537	1.6267	97.9200
2480	56.5489	2408.1940			49.0734	1.6261	97.9200
2481	56.5709	2347.3550			48.4495	1.6256	97.9200
2482	56.5929	2345.7290			48.4327	1.6250	97.9200
2483	56.6149	2352.2890			48.5004	1.6244	97.9200
2484	56.6369	2354.1540			48.5196	1.6238	97.9200
2485	56.6589	2387.4600			48.8616	1.6233	97.9200
2486	56.6809	2399.8270			48.9880	1.6227	97.9200
2487	56.7029	2390.2220			48.8899	1.6221	97.9200
2488	56.7249	2404.4430			49.0351	1.6215	97.9200
2489	56.7469	2412.4580			49.1168	1.6209	97.9200
2490	56.7689	2386.2650			48.8494	1.6204	97.9200
2491	56.7909	2419.7730			49.1912	1.6198	97.9200
2492	56.8129	2460.8720			49.6072	1.6192	97.9200
2493	56.8349	2447.4920			49.4721	1.6186	97.9200
2494	56.8569	2422.5260			49.2192	1.6181	97.9200
2495	56.8789	2376.4210			48.7485	1.6175	97.9200
2496	56.9009	2440.6050			49.4025	1.6169	97.9200
2497	56.9229	2461.9670			49.6182	1.6163	97.9200
2498	56.9449	2428.5140			49.2800	1.6158	97.9200
2499	56.9669	2439.0920			49.3872	1.6152	97.9200
2500	56.9889	2381.4730			48.8003	1.6146	97.9200
2501	57.0109	2354.2720			48.5208	1.6141	97.9200
2502	57.0329	2396.9160			48.9583	1.6135	97.9200
2503	57.0549	2294.6540			47.9025	1.6129	97.9200
2504	57.0769	2311.8090			48.0813	1.6124	97.9200
2505	57.0989	2295.5980			47.9124	1.6118	97.9200
2506	57.1209	2292.3130			47.8781	1.6112	97.9200
2507	57.1429	2314.8360			48.1127	1.6106	97.9200
2508	57.1649	2285.0120			47.8018	1.6101	97.9200
2509	57.1869	2296.8230			47.9252	1.6095	97.9200
2510	57.2089	2252.3810			47.4593	1.6089	97.9200
2511	57.2309	2170.7040			46.5908	1.6084	97.9200
2512	57.2529	2256.3630			47.5012	1.6078	97.9200
2513	57.2749	2211.6160			47.0278	1.6072	97.9200
2514	57.2969	2186.1390			46.7562	1.6067	97.9200
2515	57.3189	2260.4750			47.5445	1.6061	97.9200
2516	57.3409	2213.3680			47.0464	1.6056	97.9200
2517	57.3629	2140.5270			46.2658	1.6050	97.9200
2518	57.3849	2234.2780			47.2681	1.6044	97.9200
2519	57.4069	2294.1370			47.8971	1.6039	97.9200
2520	57.4289	2313.3400			48.0972	1.6033	97.9200
2521	57.4509	2235.1500			47.2774	1.6027	97.9200
2522	57.4729	2299.0450			47.9484	1.6022	97.9200
2523	57.4949	2239.1200			47.3193	1.6016	97.9200
2524	57.5169	2234.7440			47.2731	1.6011	97.9200
2525	57.5389	2306.9950			48.0312	1.6005	97.9200
2526	57.5609	2347.9750			48.4559	1.5999	97.9200
2527	57.5829	2292.5190			47.8803	1.5994	97.9200
2528	57.6049	2295.9200			47.9158	1.5988	97.9200
2529	57.6269	2193.9060			46.8392	1.5983	97.9200
2530	57.6489	2320.2340			48.1688	1.5977	97.9200
2531	57.6709	2298.4940			47.9426	1.5972	97.9200
2532	57.6929	2265.9810			47.6023	1.5966	97.9200
2533	57.7149	2198.2890			46.8859	1.5960	97.9200
2534	57.7369	2257.4570			47.5127	1.5955	97.9200
2535	57.7589	2341.6530			48.3906	1.5949	97.9200
2536	57.7809	2314.5820			48.1101	1.5944	97.9200
2537	57.8029	2285.7170			47.8092	1.5938	97.9200
2538	57.8249	2319.3950			48.1601	1.5933	97.9200
2539	57.8469	2249.8230			47.4323	1.5927	97.9200
2540	57.8689	2309.4840			48.0571	1.5922	97.9200
2541	57.8909	2308.2550			48.0443	1.5916	97.9200
2542	57.9129	2300.7990			47.9666	1.5911	97.9200
2543	57.9349	2386.9050			48.8560	1.5905	97.9200
2544	57.9569	2333.6700			48.3081	1.5899	97.9200
2545	57.9789	2363.1920			48.6127	1.5894	97.9200
2546	58.0009	2455.4020			49.5520	1.5888	97.9200
2547	58.0229	2391.3350			48.9013	1.5883	97.9200
2548	58.0449	2356.3100			48.5418	1.5877	97.9200
2549	58.0669	2431.2580			49.3078	1.5872	97.9200
2550	58.0889	2449.0000			49.4874	1.5866	97.9200
2551	58.1109	2449.3420			49.4908	1.5861	97.9200
2552	58.1329	2451.4180			49.5118	1.5856	97.9200
2553	58.1549	2474.9060			49.7484	1.5850	97.9200
2554	58.1769	2471.1990			49.7112	1.5845	97.9200
2555	58.1989	2434.1770			49.3374	1.5839	97.9200
2556	58.2209	2482.4400			49.8241	1.5834	97.9200
2557	58.2429	2452.8140			49.5259	1.5828	97.9200
2558	58.2649	2431.1190			49.3064	1.5823	97.9200
2559	58.2869	2455.4630			49.5526	1.5817	97.9200
2560	58.3089	2390.3610			48.8913	1.5812	97.9200
2561	58.3309	2355.8600			48.5372	1.5806	97.9200
2562	58.3529	2394.8440			48.9371	1.5801	97.9200
2563	58.3749	2359.5630			48.5753	1.5796	97.9200
2564	58.3969	2371.7540			48.7007	1.5790	97.9200
2565	58.4189	2350.6320			48.4833	1.5785	97.9200
2566	58.4409	2308.4380			48.0462	1.5779	97.9200
2567	58.4629	2298.2760			47.9403	1.5774	97.9200
2568	58.4849	2280.9430			47.7592	1.5768	97.9200
2569	58.5069	2331.8060			48.2888	1.5763	97.9200
2570	58.5289	2310.2150			48.0647	1.5758	97.9200
2571	58.5509	2331.4490			48.2851	1.5752	97.9200
2572	58.5729	2398.0130			48.9695	1.5747	97.9200
2573	58.5949	2409.2620			49.0842	1.5741	97.9200
2574	58.6169	2464.9890			49.6487	1.5736	97.9200
2575	58.6389	2496.5400			49.9654	1.5731	97.9200
2576	58.6609	2504.3910			50.0439	1.5725	97.9200
2577	58.6829	2545.0730			50.4487	1.5720	97.9200
2578	58.7049	2583.8950			50.8320	1.5715	97.9200
2579	58.7269	2563.8010			50.6340	1.5709	97.9200
2580	58.7489	2594.7120			50.9383	1.5704	97.9200
2581	58.7709	2582.7200			50.8205	1.5699	97.9200
2582	58.7929	2577.2320			50.7664	1.5693	97.9200
2583	58.8149	2637.3690			51.3553	1.5688	97.9200
2584	58.8369	2662.4870			51.5993	1.5682	97.9200
2585	58.8589	2640.4370			51.3852	1.5677	97.9200
2586	58.8809	2647.6750			51.4556	1.5672	97.9200
2587	58.9029	2609.6280			51.0845	1.5666	97.9200
2588	58.9249	2570.1070			50.6962	1.5661	97.9200
2589	58.9469	2561.3820			50.6101	1.5656	97.9200
2590	58.9689	2551.1420			50.5088	1.5651	97.9200
2591	58.9909	2602.3650			51.0134	1.5645	97.9200
2592	59.0129	2420.9310			49.2030	1.5640	97.9200
2593	59.0349	2403.1680			49.0221	1.5635	97.9200
2594	59.0569	2569.6920			50.6921	1.5629	97.9200
2595	59.0789	2391.7940			48.9060	1.5624	97.9200
2596	59.1009	2348.8850			48.4653	1.5619	97.9200
2597	59.1229	2425.0520			49.2448	1.5613	97.9200
2598	59.1449	2374.1290			48.7250	1.5608	97.9200
2599	59.1669	2386.7110			48.8540	1.5603	97.9200
2600	59.1889	2445.6110			49.4531	1.5598	97.9200
2601	59.2109	2507.3610			50.0736	1.5592	97.9200
2602	59.2329	2429.5700			49.2907	1.5587	97.9200
2603	59.2549	2576.1610			50.7559	1.5582	97.9200
2604	59.2769	2650.5400			51.4834	1.5577	97.9200
2605	59.2989	2562.2720			50.6189	1.5571	97.9200
2606	59.3209	2609.5280			51.0835	1.5566	97.9200
2607	59.3429	2687.9760			51.8457	1.5561	97.9200
2608	59.3649	2565.1760			50.6476	1.5556	97.9200
